,Away Money Line,Date,Day,Favorite,Favorite_Home,Home Money Line,Loser/tie,Pred_Total,PtsL,PtsW,Spread,TOL,TOW,Time,True_total,Underdog,Underdog_Home,Unnamed: 5,Unnamed: 7,Week,Winner/tie,YdsL,YdsW,Year,year,O/U
10,-305.0,19-Nov,Sun,Patriots,0.0,275.0,Raiders,54.5,8,33,-7.0,2,0,4:25PM,41,Raiders,1.0,@,boxscore,11,Patriots,344,421,2017.0,2017,Under
11,130.0,19-Nov,Sun,Broncos,1.0,-140.0,Broncos,37.5,17,20,-2.5,2,0,4:25PM,37,Bengals,0.0,@,boxscore,11,Bengals,341,190,2017.0,2017,Under
12,-250.0,19-Nov,Sun,Eagles,0.0,230.0,Cowboys,48.0,9,37,-6.0,4,0,8:30PM,46,Cowboys,1.0,@,boxscore,11,Eagles,225,383,2017.0,2017,Under
13,-117.0,20-Nov,Mon,Falcons,0.0,107.0,Seahawks,46.0,31,34,-1.0,2,1,8:30PM,65,Seahawks,1.0,@,boxscore,11,Falcons,360,279,2017.0,2017,Over
0,-135.0,23-Nov,Thu,Vikings,0.0,125.0,Lions,45.5,23,30,-2.5,2,0,12:30PM,53,Lions,1.0,@,boxscore,12,Vikings,289,408,2017.0,2017,Over
1,-115.0,23-Nov,Thu,Chargers,0.0,105.0,Cowboys,46.5,6,28,-1.0,2,0,4:30PM,34,Cowboys,1.0,@,boxscore,12,Chargers,247,515,2017.0,2017,Under
2,265.0,23-Nov,Thu,Redskins,1.0,-295.0,Giants,44.0,10,20,-7.0,1,1,8:30PM,30,Giants,0.0,,boxscore,12,Redskins,170,323,2017.0,2017,Under
3,300.0,26-Nov,Sun,Bengals,1.0,-330.0,Browns,39.0,16,30,-7.5,0,0,1:00PM,46,Browns,0.0,,boxscore,12,Bengals,405,361,2017.0,2017,Over
4,-165.0,26-Nov,Sun,Titans,0.0,155.0,Colts,46.5,16,20,-3.0,1,2,1:00PM,36,Colts,1.0,@,boxscore,12,Titans,254,276,2017.0,2017,Under
5,1050.0,26-Nov,Sun,Patriots,1.0,-1300.0,Dolphins,49.0,17,35,-16.5,3,2,1:00PM,52,Dolphins,0.0,,boxscore,12,Patriots,221,417,2017.0,2017,Over
6,320.0,26-Nov,Sun,Chiefs,1.0,-355.0,Chiefs,47.0,10,16,-8.0,1,0,1:00PM,26,Bills,0.0,@,boxscore,12,Bills,236,268,2017.0,2017,Under
7,700.0,26-Nov,Sun,Eagles,1.0,-900.0,Bears,43.0,3,31,-13.5,2,3,1:00PM,34,Bears,0.0,,boxscore,12,Eagles,140,420,2017.0,2017,Under
8,420.0,26-Nov,Sun,Falcons,1.0,-475.0,Buccaneers,47.5,20,34,-10.0,0,1,1:00PM,54,Buccaneers,0.0,,boxscore,12,Falcons,373,516,2017.0,2017,Over
9,-230.0,26-Nov,Sun,Panthers,0.0,210.0,Jets,39.0,27,35,-5.5,1,0,1:00PM,62,Jets,1.0,@,boxscore,12,Panthers,391,299,2017.0,2017,Over
10,-290.0,26-Nov,Sun,Seahawks,0.0,260.0,49ers,44.5,13,24,-6.5,1,1,4:05PM,37,49ers,1.0,@,boxscore,12,Seahawks,280,318,2017.0,2017,Under
11,132.0,26-Nov,Sun,Rams,1.0,-142.0,Saints,54.0,20,26,-2.5,0,1,4:25PM,46,Saints,0.0,,boxscore,12,Rams,346,415,2017.0,2017,Under
12,-250.0,26-Nov,Sun,Jaguars,0.0,230.0,Jaguars,37.0,24,27,-6.0,3,2,4:25PM,51,Cardinals,1.0,,boxscore,12,Cardinals,219,344,2017.0,2017,Over
13,185.0,26-Nov,Sun,Raiders,1.0,-200.0,Broncos,41.0,14,21,-4.0,1,1,4:25PM,35,Broncos,0.0,,boxscore,12,Raiders,216,348,2017.0,2017,Under
14,775.0,26-Nov,Sun,Steelers,1.0,-975.0,Packers,43.0,28,31,-14.0,0,3,8:30PM,59,Packers,0.0,,boxscore,12,Steelers,307,462,2017.0,2017,Over
15,315.0,27-Nov,Mon,Ravens,1.0,-345.0,Texans,39.5,16,23,-7.5,3,0,8:30PM,39,Texans,0.0,,boxscore,12,Ravens,303,294,2017.0,2017,Under
0,-122.0,30-Nov,Thu,Redskins,0.0,112.0,Redskins,47.0,14,38,-1.5,4,0,8:25PM,52,Cowboys,1.0,,boxscore,13,Cowboys,280,275,2017.0,2017,Over
1,-335.0,3-Dec,Sun,Patriots,0.0,305.0,Bills,49.0,3,23,-7.5,1,1,1:00PM,26,Bills,1.0,@,boxscore,13,Patriots,268,435,2017.0,2017,Under
2,-185.0,3-Dec,Sun,Chiefs,0.0,170.0,Chiefs,44.0,31,38,-3.5,0,0,1:00PM,69,Jets,1.0,,boxscore,13,Jets,474,488,2017.0,2017,Over
3,123.0,3-Dec,Sun,Ravens,1.0,-133.0,Lions,43.0,20,44,-2.5,3,0,1:00PM,64,Lions,0.0,,boxscore,13,Ravens,372,370,2017.0,2017,Over
4,130.0,3-Dec,Sun,Bears,1.0,-140.0,Bears,42.0,14,15,-2.5,0,1,1:00PM,29,49ers,0.0,@,boxscore,13,49ers,147,388,2017.0,2017,Under
5,-120.0,3-Dec,Sun,Broncos,0.0,110.0,Broncos,41.0,9,35,-1.5,3,3,1:00PM,44,Dolphins,1.0,,boxscore,13,Dolphins,270,367,2017.0,2017,Over
6,113.0,3-Dec,Sun,Falcons,1.0,-123.0,Falcons,48.5,9,14,-2.0,0,0,1:00PM,23,Vikings,0.0,@,boxscore,13,Vikings,275,312,2017.0,2017,Under
7,155.0,3-Dec,Sun,Packers,1.0,-165.0,Buccaneers,45.5,20,26,-3.0,1,1,1:00PM,46,Buccaneers,0.0,,boxscore,13,Packers,395,276,2017.0,2017,Over
8,400.0,3-Dec,Sun,Jaguars,1.0,-450.0,Colts,41.0,10,30,-10.0,2,0,1:00PM,40,Colts,0.0,,boxscore,13,Jaguars,290,426,2017.0,2017,Under
9,255.0,3-Dec,Sun,Titans,1.0,-280.0,Texans,42.0,13,24,-7.0,1,1,1:00PM,37,Texans,0.0,,boxscore,13,Titans,384,344,2017.0,2017,Under
10,660.0,3-Dec,Sun,Chargers,1.0,-840.0,Browns,44.5,10,19,-13.0,2,0,4:05PM,29,Browns,0.0,,boxscore,13,Chargers,291,429,2017.0,2017,Under
11,225.0,3-Dec,Sun,Saints,1.0,-245.0,Panthers,47.5,21,31,-6.0,1,1,4:25PM,52,Panthers,0.0,,boxscore,13,Saints,279,400,2017.0,2017,Over
12,390.0,3-Dec,Sun,Raiders,1.0,-440.0,Giants,43.0,17,24,-10.0,2,1,4:25PM,41,Giants,0.0,,boxscore,13,Raiders,265,401,2017.0,2017,Under
13,-325.0,3-Dec,Sun,Rams,0.0,295.0,Cardinals,43.0,16,32,-7.0,2,1,4:25PM,48,Cardinals,1.0,@,boxscore,13,Rams,305,303,2017.0,2017,Over
14,-188.0,3-Dec,Sun,Eagles,0.0,173.0,Eagles,46.5,10,24,-4.0,2,0,8:30PM,34,Seahawks,1.0,,boxscore,13,Seahawks,425,310,2017.0,2017,Under
15,-210.0,4-Dec,Mon,Steelers,0.0,190.0,Bengals,43.0,20,23,-4.5,0,1,8:30PM,43,Bengals,1.0,@,boxscore,13,Steelers,353,374,2017.0,2017,Over
0,120.0,7-Dec,Thu,Falcons,1.0,-130.0,Saints,51.5,17,20,-2.0,1,3,8:25PM,37,Saints,0.0,,boxscore,14,Falcons,306,343,2017.0,2017,Under
1,108.0,10-Dec,Sun,49ers,0.0,-118.0,Texans,45.5,16,26,-1.5,1,1,1:00PM,42,Texans,1.0,@,boxscore,14,49ers,311,416,2017.0,2017,Under
2,165.0,10-Dec,Sun,Bills,1.0,-175.0,Colts,36.5,7,13,-3.5,0,2,1:00PM,20,Colts,0.0,,boxscore,14,Bills,227,319,2017.0,2017,Under
3,185.0,10-Dec,Sun,Chiefs,1.0,-200.0,Raiders,48.5,15,26,-4.0,3,1,1:00PM,41,Raiders,0.0,,boxscore,14,Chiefs,268,408,2017.0,2017,Under
4,-102.0,10-Dec,Sun,Lions,0.0,-108.0,Buccaneers,48.0,21,24,-1.0,5,3,1:00PM,45,Buccaneers,1.0,@,boxscore,14,Lions,400,434,2017.0,2017,Under
5,-128.0,10-Dec,Sun,Packers,0.0,118.0,Browns,38.5,21,27,-2.5,2,0,1:00PM,48,Browns,1.0,@,boxscore,14,Packers,345,341,2017.0,2017,Over
6,230.0,10-Dec,Sun,Bengals,1.0,-250.0,Bengals,40.0,7,33,-6.0,2,0,1:00PM,40,Bears,0.0,@,boxscore,14,Bears,234,482,2017.0,2017,Over
7,-128.0,10-Dec,Sun,Vikings,0.0,118.0,Vikings,40.5,24,31,-2.5,3,1,1:00PM,55,Panthers,1.0,,boxscore,14,Panthers,356,345,2017.0,2017,Over
8,-210.0,10-Dec,Sun,Cowboys,0.0,190.0,Giants,42.5,10,30,-4.0,2,0,1:00PM,40,Giants,1.0,@,boxscore,14,Cowboys,330,454,2017.0,2017,Under
9,-115.0,10-Dec,Sun,Jets,0.0,105.0,Jets,40.5,0,23,-1.0,2,0,4:05PM,23,Broncos,1.0,,boxscore,14,Broncos,100,273,2017.0,2017,Under
10,240.0,10-Dec,Sun,Chargers,1.0,-260.0,Redskins,46.5,13,30,-6.0,1,1,4:05PM,43,Redskins,0.0,,boxscore,14,Chargers,201,488,2017.0,2017,Under
11,-140.0,10-Dec,Sun,Titans,0.0,130.0,Titans,42.0,7,12,-2.5,2,0,4:05PM,19,Cardinals,1.0,,boxscore,14,Cardinals,204,261,2017.0,2017,Under
12,-115.0,10-Dec,Sun,Eagles,0.0,105.0,Rams,47.5,35,43,-1.0,2,1,4:25PM,78,Rams,1.0,@,boxscore,14,Eagles,307,455,2017.0,2017,Over
13,130.0,10-Dec,Sun,Jaguars,1.0,-140.0,Seahawks,40.5,24,30,-2.5,3,1,4:25PM,54,Seahawks,0.0,,boxscore,14,Jaguars,401,424,2017.0,2017,Over
14,230.0,10-Dec,Sun,Steelers,1.0,-250.0,Ravens,43.0,38,39,-6.0,1,0,8:30PM,77,Ravens,0.0,,boxscore,14,Steelers,413,545,2017.0,2017,Over
15,-560.0,11-Dec,Mon,Patriots,0.0,475.0,Patriots,48.0,20,27,-10.5,2,0,8:30PM,47,Dolphins,1.0,,boxscore,14,Dolphins,248,362,2017.0,2017,Under
0,-145.0,14-Dec,Thu,Broncos,0.0,135.0,Colts,40.5,13,25,-2.5,0,1,8:25PM,38,Colts,1.0,@,boxscore,15,Broncos,228,462,2017.0,2017,Under
1,210.0,16-Dec,Sat,Lions,1.0,-230.0,Bears,43.5,10,20,-5.0,3,1,4:30PM,30,Bears,0.0,,boxscore,15,Lions,349,293,2017.0,2017,Under
2,-105.0,16-Dec,Sat,Chargers,0.0,-105.0,Chargers,46.5,13,30,-1.0,4,0,8:25PM,43,Chiefs,1.0,,boxscore,15,Chiefs,307,397,2017.0,2017,Under
3,185.0,17-Dec,Sun,Redskins,1.0,-200.0,Cardinals,40.0,15,20,-4.0,2,1,1:00PM,35,Cardinals,0.0,,boxscore,15,Redskins,286,218,2017.0,2017,Under
4,435.0,17-Dec,Sun,Jaguars,1.0,-500.0,Texans,39.5,7,45,-10.5,1,0,1:00PM,52,Texans,0.0,,boxscore,15,Jaguars,186,464,2017.0,2017,Over
5,170.0,17-Dec,Sun,Bills,1.0,-185.0,Dolphins,39.5,16,24,-3.5,3,0,1:00PM,40,Dolphins,0.0,,boxscore,15,Bills,349,328,2017.0,2017,Over
6,955.0,17-Dec,Sun,Saints,1.0,-1155.0,Jets,47.0,19,31,-16.0,2,3,1:00PM,50,Jets,0.0,,boxscore,15,Saints,294,412,2017.0,2017,Over
7,-275.0,17-Dec,Sun,Ravens,0.0,250.0,Browns,42.5,10,27,-6.5,4,0,1:00PM,37,Browns,1.0,@,boxscore,15,Ravens,266,376,2017.0,2017,Under
8,600.0,17-Dec,Sun,Vikings,1.0,-750.0,Bengals,43.0,7,34,-13.0,2,1,1:00PM,41,Bengals,0.0,,boxscore,15,Vikings,161,346,2017.0,2017,Under
9,-310.0,17-Dec,Sun,Eagles,0.0,280.0,Giants,41.0,29,34,-7.5,1,0,1:00PM,63,Giants,1.0,@,boxscore,15,Eagles,504,341,2017.0,2017,Over
10,135.0,17-Dec,Sun,Panthers,1.0,-145.0,Packers,46.5,24,31,-3.0,4,0,1:00PM,55,Packers,0.0,,boxscore,15,Panthers,384,387,2017.0,2017,Over
11,-105.0,17-Dec,Sun,Rams,0.0,-105.0,Seahawks,47.5,7,42,-1.0,2,1,4:05PM,49,Seahawks,1.0,@,boxscore,15,Rams,149,352,2017.0,2017,Over
12,125.0,17-Dec,Sun,49ers,1.0,-135.0,Titans,44.5,23,25,-2.5,1,0,4:25PM,48,Titans,0.0,,boxscore,15,49ers,328,414,2017.0,2017,Over
13,-130.0,17-Dec,Sun,Patriots,0.0,120.0,Steelers,53.0,24,27,-2.5,1,1,4:25PM,51,Steelers,1.0,@,boxscore,15,Patriots,413,360,2017.0,2017,Under
14,-145.0,17-Dec,Sun,Cowboys,0.0,135.0,Raiders,46.5,17,20,-3.0,1,2,8:30PM,37,Raiders,1.0,@,boxscore,15,Cowboys,293,330,2017.0,2017,Under
15,-320.0,18-Dec,Mon,Falcons,0.0,290.0,Buccaneers,49.5,21,24,-7.0,1,0,8:30PM,45,Buccaneers,1.0,@,boxscore,15,Falcons,373,410,2017.0,2017,Under
0,725.0,23-Dec,Sat,Ravens,1.0,-925.0,Colts,41.0,16,23,-13.5,0,0,4:30PM,39,Colts,0.0,,boxscore,16,Ravens,296,323,2017.0,2017,Under
1,-415.0,23-Dec,Sat,Vikings,0.0,370.0,Packers,41.0,0,16,-9.0,2,0,8:30PM,16,Packers,1.0,@,boxscore,16,Vikings,239,236,2017.0,2017,Under
2,215.0,24-Dec,Sun,Bears,1.0,-235.0,Browns,36.5,3,20,-6.0,3,0,1:00PM,23,Browns,0.0,,boxscore,16,Bears,254,258,2017.0,2017,Under
3,205.0,24-Dec,Sun,Saints,1.0,-225.0,Falcons,52.0,13,23,-5.5,2,1,1:00PM,36,Falcons,0.0,,boxscore,16,Saints,331,315,2017.0,2017,Under
4,380.0,24-Dec,Sun,Panthers,1.0,-430.0,Buccaneers,47.0,19,22,-10.0,3,1,1:00PM,41,Buccaneers,0.0,,boxscore,16,Panthers,392,255,2017.0,2017,Under
5,-235.0,24-Dec,Sun,Rams,0.0,215.0,Titans,46.0,23,27,-6.0,1,1,1:00PM,50,Titans,1.0,@,boxscore,16,Rams,366,402,2017.0,2017,Over
6,155.0,24-Dec,Sun,Redskins,1.0,-165.0,Broncos,38.5,11,27,-3.0,3,2,1:00PM,38,Broncos,0.0,,boxscore,16,Redskins,330,386,2017.0,2017,Under
7,-305.0,24-Dec,Sun,Chargers,0.0,275.0,Jets,42.5,7,14,-7.0,3,0,1:00PM,21,Jets,1.0,@,boxscore,16,Chargers,295,379,2017.0,2017,Under
8,468.0,24-Dec,Sun,Patriots,1.0,-550.0,Bills,47.5,16,37,-11.0,0,1,1:00PM,53,Bills,0.0,,boxscore,16,Patriots,326,411,2017.0,2017,Over
9,450.0,24-Dec,Sun,Chiefs,1.0,-525.0,Dolphins,43.5,13,29,-11.0,2,0,1:00PM,42,Dolphins,0.0,,boxscore,16,Chiefs,345,404,2017.0,2017,Under
10,-165.0,24-Dec,Sun,Lions,0.0,155.0,Lions,43.5,17,26,-3.5,1,1,1:00PM,43,Bengals,1.0,,boxscore,16,Bengals,276,364,2017.0,2017,Under
11,-210.0,24-Dec,Sun,Jaguars,0.0,190.0,Jaguars,43.0,33,44,-4.0,3,1,4:05PM,77,49ers,1.0,,boxscore,16,49ers,472,369,2017.0,2017,Over
12,185.0,24-Dec,Sun,Cowboys,1.0,-200.0,Cowboys,47.5,12,21,-4.0,3,0,4:25PM,33,Seahawks,0.0,@,boxscore,16,Seahawks,282,136,2017.0,2017,Under
13,158.0,24-Dec,Sun,Cardinals,1.0,-168.0,Giants,39.0,0,23,-3.0,3,2,4:25PM,23,Giants,0.0,,boxscore,16,Cardinals,293,289,2017.0,2017,Under
14,-410.0,25-Dec,Mon,Steelers,0.0,365.0,Texans,45.5,6,34,-8.5,2,0,4:30PM,40,Texans,1.0,@,boxscore,16,Steelers,227,330,2017.0,2017,Under
15,405.0,25-Dec,Mon,Eagles,1.0,-455.0,Raiders,46.0,10,19,-10.0,5,2,8:30PM,29,Raiders,0.0,,boxscore,16,Eagles,274,216,2017.0,2017,Under
0,670.0,31-Dec,Sun,Vikings,1.0,-855.0,Bears,38.0,10,23,-12.5,0,0,1:00PM,33,Bears,0.0,,boxscore,17,Vikings,201,327,2017.0,2017,Under
1,215.0,31-Dec,Sun,Colts,1.0,-235.0,Texans,42.0,13,22,-5.5,1,0,1:00PM,35,Texans,0.0,,boxscore,17,Colts,209,250,2017.0,2017,Under
2,1100.0,31-Dec,Sun,Patriots,1.0,-1400.0,Jets,43.5,6,26,-16.0,0,0,1:00PM,32,Jets,0.0,,boxscore,17,Patriots,247,330,2017.0,2017,Under
3,280.0,31-Dec,Sun,Lions,1.0,-310.0,Packers,45.0,11,35,-7.5,4,0,1:00PM,46,Packers,0.0,,boxscore,17,Lions,256,356,2017.0,2017,Over
4,-190.0,31-Dec,Sun,Cowboys,0.0,175.0,Eagles,41.0,0,6,-4.0,2,1,1:00PM,6,Eagles,1.0,@,boxscore,17,Cowboys,219,301,2017.0,2017,Under
5,195.0,31-Dec,Sun,Steelers,1.0,-215.0,Browns,37.5,24,28,-5.0,2,2,1:00PM,52,Browns,0.0,,boxscore,17,Steelers,374,348,2017.0,2017,Over
6,-220.0,31-Dec,Sun,Redskins,0.0,200.0,Redskins,41.0,10,18,-5.0,3,1,1:00PM,28,Giants,1.0,,boxscore,17,Giants,197,381,2017.0,2017,Under
7,155.0,31-Dec,Sun,Broncos,1.0,-165.0,Broncos,37.5,24,27,-3.0,3,2,4:25PM,51,Chiefs,0.0,@,boxscore,17,Chiefs,336,379,2017.0,2017,Over
8,265.0,31-Dec,Sun,Chargers,1.0,-295.0,Raiders,43.0,10,30,-6.5,2,0,4:25PM,40,Raiders,0.0,,boxscore,17,Chargers,336,495,2017.0,2017,Under
9,-135.0,31-Dec,Sun,Bills,0.0,125.0,Dolphins,41.5,16,22,-2.5,1,0,4:25PM,38,Dolphins,1.0,@,boxscore,17,Bills,356,312,2017.0,2017,Under
10,130.0,31-Dec,Sun,Titans,1.0,-140.0,Jaguars,40.5,10,15,-2.5,4,1,4:25PM,25,Jaguars,0.0,,boxscore,17,Titans,229,232,2017.0,2017,Under
11,335.0,31-Dec,Sun,Ravens,1.0,-375.0,Ravens,40.0,27,31,-8.5,1,1,4:25PM,58,Bengals,0.0,@,boxscore,17,Bengals,312,359,2017.0,2017,Over
12,205.0,31-Dec,Sun,Falcons,1.0,-225.0,Panthers,44.5,10,22,-5.0,3,0,4:25PM,32,Panthers,0.0,,boxscore,17,Falcons,248,371,2017.0,2017,Under
13,-250.0,31-Dec,Sun,49ers,0.0,230.0,Rams,44.0,13,34,-6.0,2,3,4:25PM,47,Rams,1.0,@,boxscore,17,49ers,251,461,2017.0,2017,Over
14,328.0,31-Dec,Sun,Seahawks,1.0,-365.0,Seahawks,38.5,24,26,-8.5,0,1,4:25PM,50,Cardinals,0.0,@,boxscore,17,Cardinals,296,259,2017.0,2017,Over
15,-260.0,31-Dec,Sun,Saints,0.0,240.0,Saints,49.5,24,31,-6.0,1,3,4:25PM,55,Buccaneers,1.0,,boxscore,17,Buccaneers,323,455,2017.0,2017,Over
0,-105.0,6-Sep,Thu,Falcons,0.0,-105.0,Falcons,44.5,12,18,-1.0,1,2,8:20PM,30,Eagles,1.0,,boxscore,1,Eagles,299,232,2018.0,2018,Under
1,400.0,9-Sep,Sun,Saints,1.0,-450.0,Saints,50.0,40,48,-10.0,2,0,1:00PM,88,Buccaneers,0.0,@,boxscore,1,Buccaneers,475,529,2018.0,2018,Over
2,-112.0,9-Sep,Sun,Bengals,0.0,102.0,Colts,47.5,23,34,-1.0,2,2,1:00PM,57,Colts,1.0,@,boxscore,1,Bengals,380,330,2018.0,2018,Over
3,310.0,9-Sep,Sun,Ravens,1.0,-340.0,Bills,38.5,3,47,-7.5,2,1,1:00PM,50,Bills,0.0,,boxscore,1,Ravens,153,369,2018.0,2018,Over
4,-102.0,9-Sep,Sun,Titans,0.0,-108.0,Titans,43.5,20,27,-1.0,3,2,1:00PM,47,Dolphins,1.0,,boxscore,1,Dolphins,336,342,2018.0,2018,Over
5,-170.0,9-Sep,Sun,Steelers,0.0,160.0,Browns,41.0,21,21,-3.5,1,6,1:00PM,42,Browns,1.0,@,boxscore,1,Steelers,327,472,2018.0,2018,Over
6,225.0,9-Sep,Sun,Patriots,1.0,-245.0,Texans,49.0,20,27,-6.0,2,3,1:00PM,47,Texans,0.0,,boxscore,1,Patriots,325,389,2018.0,2018,Under
7,240.0,9-Sep,Sun,Vikings,1.0,-260.0,49ers,46.5,16,24,-6.0,4,1,1:00PM,40,49ers,0.0,,boxscore,1,Vikings,327,343,2018.0,2018,Under
8,-133.0,9-Sep,Sun,Jaguars,0.0,123.0,Giants,42.5,15,20,-2.5,2,1,1:00PM,35,Giants,1.0,@,boxscore,1,Jaguars,324,305,2018.0,2018,Under
9,170.0,9-Sep,Sun,Chargers,1.0,-185.0,Chargers,48.0,28,38,-3.5,2,0,4:05PM,66,Chiefs,0.0,@,boxscore,1,Chiefs,541,362,2018.0,2018,Over
10,160.0,9-Sep,Sun,Broncos,1.0,-170.0,Seahawks,42.5,24,27,-3.0,3,3,4:25PM,51,Seahawks,0.0,,boxscore,1,Broncos,306,470,2018.0,2018,Over
11,135.0,9-Sep,Sun,Panthers,1.0,-145.0,Cowboys,42.0,8,16,-2.5,1,1,4:25PM,24,Cowboys,0.0,,boxscore,1,Panthers,232,293,2018.0,2018,Under
12,111.0,9-Sep,Sun,Redskins,0.0,-121.0,Cardinals,43.5,6,24,-1.5,2,1,4:25PM,30,Cardinals,1.0,@,boxscore,1,Redskins,213,429,2018.0,2018,Under
13,255.0,9-Sep,Sun,Packers,1.0,-280.0,Bears,45.0,23,24,-6.5,1,2,8:20PM,47,Bears,0.0,,boxscore,1,Packers,294,370,2018.0,2018,Over
14,285.0,10-Sep,Mon,Lions,1.0,-315.0,Lions,44.0,17,48,-7.0,5,2,7:10PM,65,Jets,0.0,@,boxscore,1,Jets,339,349,2018.0,2018,Over
15,-250.0,10-Sep,Mon,Rams,0.0,230.0,Raiders,47.5,13,33,-6.0,3,0,10:20PM,46,Raiders,1.0,@,boxscore,1,Rams,395,365,2018.0,2018,Under
0,-104.0,13-Sep,Thu,Ravens,0.0,-106.0,Ravens,43.0,23,34,-1.0,3,0,8:20PM,57,Bengals,1.0,,boxscore,2,Bengals,425,373,2018.0,2018,Over
1,213.0,16-Sep,Sun,Redskins,1.0,-239.0,Redskins,48.0,9,21,-6.0,1,2,1:00PM,30,Colts,0.0,@,boxscore,2,Colts,334,281,2018.0,2018,Under
2,181.0,16-Sep,Sun,Steelers,1.0,-202.0,Steelers,52.0,37,42,-4.5,0,1,1:00PM,79,Chiefs,0.0,@,boxscore,2,Chiefs,475,449,2018.0,2018,Over
3,-120.0,16-Sep,Sun,Vikings,0.0,109.0,Packers,45.0,29,29,-2.0,0,1,1:00PM,58,Packers,1.0,@,boxscore,2,Vikings,351,480,2018.0,2018,Over
4,145.0,16-Sep,Sun,Jets,1.0,-161.0,Jets,43.0,12,20,-3.0,3,2,1:00PM,32,Dolphins,0.0,@,boxscore,2,Dolphins,362,257,2018.0,2018,Under
5,209.0,16-Sep,Sun,Falcons,1.0,-234.0,Panthers,43.5,24,31,-5.5,1,1,1:00PM,55,Panthers,0.0,,boxscore,2,Falcons,439,442,2018.0,2018,Over
6,-176.0,16-Sep,Sun,Texans,0.0,159.0,Texans,41.0,17,20,-3.5,1,0,1:00PM,37,Titans,1.0,,boxscore,2,Titans,437,283,2018.0,2018,Under
7,376.0,16-Sep,Sun,Saints,1.0,-439.0,Browns,51.0,18,21,-9.5,1,2,1:00PM,39,Browns,0.0,,boxscore,2,Saints,327,275,2018.0,2018,Under
8,-147.0,16-Sep,Sun,Eagles,0.0,133.0,Eagles,46.5,21,27,-3.0,2,2,1:00PM,48,Buccaneers,1.0,,boxscore,2,Buccaneers,412,436,2018.0,2018,Over
9,-307.0,16-Sep,Sun,Chargers,0.0,270.0,Bills,41.5,20,31,-7.5,2,0,1:00PM,51,Bills,1.0,@,boxscore,2,Chargers,293,349,2018.0,2018,Over
10,210.0,16-Sep,Sun,49ers,1.0,-236.0,Lions,48.5,27,30,-6.0,1,0,4:05PM,57,Lions,0.0,,boxscore,2,49ers,427,346,2018.0,2018,Over
11,560.0,16-Sep,Sun,Rams,1.0,-687.0,Cardinals,43.5,0,34,-13.5,1,1,4:05PM,34,Cardinals,0.0,,boxscore,2,Rams,137,432,2018.0,2018,Under
12,-127.0,16-Sep,Sun,Patriots,0.0,115.0,Patriots,44.5,20,31,-2.0,1,2,4:25PM,51,Jaguars,1.0,,boxscore,2,Jaguars,302,480,2018.0,2018,Over
13,209.0,16-Sep,Sun,Broncos,1.0,-235.0,Raiders,44.0,19,20,-5.5,0,1,4:25PM,39,Raiders,0.0,,boxscore,2,Broncos,373,385,2018.0,2018,Under
14,138.0,16-Sep,Sun,Cowboys,1.0,-152.0,Giants,42.0,13,20,-3.0,1,0,8:20PM,33,Giants,0.0,,boxscore,2,Cowboys,255,298,2018.0,2018,Under
15,209.0,17-Sep,Mon,Bears,1.0,-234.0,Seahawks,42.5,17,24,-5.0,2,2,8:15PM,41,Seahawks,0.0,,boxscore,2,Bears,276,271,2018.0,2018,Under
0,163.0,20-Sep,Thu,Browns,1.0,-173.0,Jets,41.0,17,21,-3.0,3,0,8:20PM,38,Jets,0.0,,boxscore,3,Browns,268,323,2018.0,2018,Under
1,200.0,23-Sep,Sun,Ravens,1.0,-220.0,Broncos,46.5,14,27,-5.5,1,0,1:00PM,41,Broncos,0.0,,boxscore,3,Ravens,293,342,2018.0,2018,Under
2,107.0,23-Sep,Sun,Saints,0.0,-117.0,Falcons,54.0,37,43,-1.5,0,0,1:00PM,80,Falcons,1.0,@,boxscore,3,Saints,407,534,2018.0,2018,Over
3,390.0,23-Sep,Sun,Jaguars,1.0,-440.0,Jaguars,39.5,6,9,-10.0,1,0,1:00PM,15,Titans,0.0,@,boxscore,3,Titans,232,233,2018.0,2018,Under
4,950.0,23-Sep,Sun,Vikings,1.0,-1150.0,Vikings,41.0,6,27,-16.5,3,0,1:00PM,33,Bills,0.0,@,boxscore,3,Bills,292,292,2018.0,2018,Under
5,225.0,23-Sep,Sun,Chiefs,1.0,-245.0,49ers,53.5,27,38,-5.5,0,0,1:00PM,65,49ers,0.0,,boxscore,3,Chiefs,406,384,2018.0,2018,Over
6,248.0,23-Sep,Sun,Eagles,1.0,-270.0,Colts,45.0,16,20,-6.0,0,2,1:00PM,36,Colts,0.0,,boxscore,3,Eagles,209,379,2018.0,2018,Under
7,-123.0,23-Sep,Sun,Packers,0.0,113.0,Packers,46.5,17,31,-2.0,1,1,1:00PM,48,Redskins,1.0,,boxscore,3,Redskins,340,386,2018.0,2018,Over
8,133.0,23-Sep,Sun,Panthers,1.0,-143.0,Bengals,44.0,21,31,-3.0,4,0,1:00PM,52,Bengals,0.0,,boxscore,3,Panthers,396,377,2018.0,2018,Over
9,128.0,23-Sep,Sun,Dolphins,1.0,-138.0,Raiders,46.0,20,28,-2.5,2,0,1:00PM,48,Raiders,0.0,,boxscore,3,Dolphins,434,373,2018.0,2018,Over
10,235.0,23-Sep,Sun,Texans,1.0,-255.0,Texans,44.5,22,27,-6.5,2,0,1:00PM,49,Giants,0.0,@,boxscore,3,Giants,427,379,2018.0,2018,Over
